model,question,correct,seconds,prompt_chars
Llama3.2-3B Q6_K,788,1,0.4127,634
Llama3.2-3B Q6_K,789,1,0.2278,442
Llama3.2-3B Q6_K,790,1,0.2332,347
Llama3.2-3B Q6_K,791,1,0.1552,176
Llama3.2-3B Q6_K,792,0,0.2241,327
Llama3.2-3B Q6_K,793,1,0.1607,193
Llama3.2-3B Q6_K,794,0,0.2410,375
Llama3.2-3B Q6_K,795,0,0.2267,356
Llama3.2-3B Q6_K,796,1,0.1595,257
Llama3.2-3B Q6_K,797,0,0.2255,303
Llama3.2-3B Q6_K,798,0,0.1743,304
Llama3.2-3B Q6_K,799,1,0.2425,535
