model,question,correct,seconds,prompt_chars
Qwen2.5-3B Q8_0,782,1,0.1324,145
Qwen2.5-3B Q8_0,783,1,0.1354,313
Qwen2.5-3B Q8_0,784,1,0.1348,283
Qwen2.5-3B Q8_0,785,1,0.2254,394
Qwen2.5-3B Q8_0,786,0,0.1303,166
Qwen2.5-3B Q8_0,787,0,0.2231,395
Qwen2.5-3B Q8_0,788,1,0.3640,634
Qwen2.5-3B Q8_0,789,1,0.2266,442
Qwen2.5-3B Q8_0,790,1,0.2196,347
Qwen2.5-3B Q8_0,791,1,0.1326,176
Qwen2.5-3B Q8_0,792,1,0.2202,327
Qwen2.5-3B Q8_0,793,1,0.1308,193
Qwen2.5-3B Q8_0,794,0,0.2191,375
Qwen2.5-3B Q8_0,795,0,0.2191,356
Qwen2.5-3B Q8_0,796,1,0.1348,257
Qwen2.5-3B Q8_0,797,1,0.2209,303
Qwen2.5-3B Q8_0,798,1,0.1353,304
Qwen2.5-3B Q8_0,799,1,0.2278,535
