model,question,correct,seconds,prompt_chars
Qwen2.5-3B Q4_0,626,1,0.1833,318
Qwen2.5-3B Q4_0,627,1,0.1145,255
Qwen2.5-3B Q4_0,628,1,0.1116,138
Qwen2.5-3B Q4_0,629,1,0.1132,256
Qwen2.5-3B Q4_0,630,0,0.1165,336
Qwen2.5-3B Q4_0,631,1,0.1895,420
Qwen2.5-3B Q4_0,632,1,0.1841,360
Qwen2.5-3B Q4_0,633,1,0.1825,287
Qwen2.5-3B Q4_0,634,1,0.1908,430
Qwen2.5-3B Q4_0,635,1,0.1997,512
Qwen2.5-3B Q4_0,636,1,0.1977,478
Qwen2.5-3B Q4_0,637,1,0.1956,509
Qwen2.5-3B Q4_0,638,0,0.1090,133
Qwen2.5-3B Q4_0,639,1,0.1115,115
Qwen2.5-3B Q4_0,640,1,0.1917,423
Qwen2.5-3B Q4_0,641,1,0.1848,340
Qwen2.5-3B Q4_0,642,1,0.1900,249
Qwen2.5-3B Q4_0,643,0,0.1112,213
Qwen2.5-3B Q4_0,644,1,0.1094,141
Qwen2.5-3B Q4_0,645,1,0.1864,321
Qwen2.5-3B Q4_0,646,1,0.1830,289
Qwen2.5-3B Q4_0,647,0,0.1791,183
Qwen2.5-3B Q4_0,648,1,0.0805,90
Qwen2.5-3B Q4_0,649,1,0.1145,259
Qwen2.5-3B Q4_0,650,0,0.1892,368
Qwen2.5-3B Q4_0,651,1,0.1920,420
Qwen2.5-3B Q4_0,652,1,0.1121,248
Qwen2.5-3B Q4_0,653,1,0.1132,226
Qwen2.5-3B Q4_0,654,0,0.1149,166
Qwen2.5-3B Q4_0,655,1,0.1149,319
Qwen2.5-3B Q4_0,656,1,0.1121,175
Qwen2.5-3B Q4_0,657,1,0.1934,474
Qwen2.5-3B Q4_0,658,1,0.1869,311
Qwen2.5-3B Q4_0,659,1,0.1815,250
Qwen2.5-3B Q4_0,660,1,0.1901,526
Qwen2.5-3B Q4_0,661,0,0.1902,379
Qwen2.5-3B Q4_0,662,1,0.1185,280
Qwen2.5-3B Q4_0,663,0,0.1357,240
Qwen2.5-3B Q4_0,664,1,0.2064,326
Qwen2.5-3B Q4_0,665,1,0.1101,191
Qwen2.5-3B Q4_0,666,1,0.1127,245
Qwen2.5-3B Q4_0,667,1,0.1922,368
Qwen2.5-3B Q4_0,668,1,0.1819,263
Qwen2.5-3B Q4_0,669,0,0.1159,273
Qwen2.5-3B Q4_0,670,0,0.1270,250
Qwen2.5-3B Q4_0,671,1,0.2051,428
Qwen2.5-3B Q4_0,672,1,0.1202,216
Qwen2.5-3B Q4_0,673,0,0.2052,236
Qwen2.5-3B Q4_0,674,1,0.1439,262
Qwen2.5-3B Q4_0,675,1,0.0929,110
Qwen2.5-3B Q4_0,676,1,0.1875,322
Qwen2.5-3B Q4_0,677,1,0.1105,163
Qwen2.5-3B Q4_0,678,1,0.1914,362
