model,question,correct,seconds,prompt_chars
glm-edge-1.5b Q5_K_M,361,1,0.1194,264
glm-edge-1.5b Q5_K_M,362,1,0.0846,197
glm-edge-1.5b Q5_K_M,363,1,0.0835,206
glm-edge-1.5b Q5_K_M,364,0,0.1302,470
glm-edge-1.5b Q5_K_M,365,1,0.0906,224
glm-edge-1.5b Q5_K_M,366,1,0.0856,224
glm-edge-1.5b Q5_K_M,367,1,0.0927,257
glm-edge-1.5b Q5_K_M,368,1,0.0898,258
glm-edge-1.5b Q5_K_M,369,1,0.0915,219
glm-edge-1.5b Q5_K_M,370,0,0.1306,303
glm-edge-1.5b Q5_K_M,371,0,0.0864,125
glm-edge-1.5b Q5_K_M,372,0,0.1323,302
glm-edge-1.5b Q5_K_M,373,0,0.1257,232
glm-edge-1.5b Q5_K_M,374,1,0.2127,663
glm-edge-1.5b Q5_K_M,375,1,0.1262,263
glm-edge-1.5b Q5_K_M,376,1,0.0858,287
glm-edge-1.5b Q5_K_M,377,0,0.0864,143
glm-edge-1.5b Q5_K_M,378,1,0.1310,377
glm-edge-1.5b Q5_K_M,379,0,0.0782,246
glm-edge-1.5b Q5_K_M,380,1,0.1184,273
glm-edge-1.5b Q5_K_M,381,1,0.0781,231
glm-edge-1.5b Q5_K_M,382,1,0.1233,300
glm-edge-1.5b Q5_K_M,383,1,0.1122,328
glm-edge-1.5b Q5_K_M,384,0,0.1148,252
glm-edge-1.5b Q5_K_M,385,0,0.0812,149
glm-edge-1.5b Q5_K_M,386,0,0.0865,173
glm-edge-1.5b Q5_K_M,387,1,0.1486,453
glm-edge-1.5b Q5_K_M,388,1,0.1102,268
glm-edge-1.5b Q5_K_M,389,1,0.1390,367
glm-edge-1.5b Q5_K_M,390,1,0.1327,345
glm-edge-1.5b Q5_K_M,391,0,0.0900,453
glm-edge-1.5b Q5_K_M,392,0,0.1366,479
glm-edge-1.5b Q5_K_M,393,1,0.1268,314
glm-edge-1.5b Q5_K_M,394,0,0.1379,442
glm-edge-1.5b Q5_K_M,395,1,0.0910,200
glm-edge-1.5b Q5_K_M,396,1,0.1357,491
glm-edge-1.5b Q5_K_M,397,1,0.0861,291
glm-edge-1.5b Q5_K_M,398,1,0.1305,393
glm-edge-1.5b Q5_K_M,399,0,0.1292,359
glm-edge-1.5b Q5_K_M,400,0,0.0658,120
glm-edge-1.5b Q5_K_M,401,1,0.1289,401
glm-edge-1.5b Q5_K_M,402,1,0.1338,371
glm-edge-1.5b Q5_K_M,403,1,0.1338,322
glm-edge-1.5b Q5_K_M,404,0,0.1336,440
glm-edge-1.5b Q5_K_M,405,1,0.1263,393
glm-edge-1.5b Q5_K_M,406,0,0.1314,335
glm-edge-1.5b Q5_K_M,407,1,0.1241,390
glm-edge-1.5b Q5_K_M,408,1,0.1281,457
glm-edge-1.5b Q5_K_M,409,0,0.1229,285
glm-edge-1.5b Q5_K_M,410,1,0.1292,370
glm-edge-1.5b Q5_K_M,411,0,0.0905,240
glm-edge-1.5b Q5_K_M,412,1,0.0909,174
glm-edge-1.5b Q5_K_M,413,0,0.1328,310
glm-edge-1.5b Q5_K_M,414,0,0.1277,323
glm-edge-1.5b Q5_K_M,415,0,0.1239,344
glm-edge-1.5b Q5_K_M,416,0,0.2159,724
glm-edge-1.5b Q5_K_M,417,1,0.0852,171
glm-edge-1.5b Q5_K_M,418,1,0.0899,260
glm-edge-1.5b Q5_K_M,419,1,0.1339,386
glm-edge-1.5b Q5_K_M,420,0,0.0893,134
glm-edge-1.5b Q5_K_M,421,1,0.1316,406
glm-edge-1.5b Q5_K_M,422,1,0.1297,444
glm-edge-1.5b Q5_K_M,423,0,0.1290,414
glm-edge-1.5b Q5_K_M,424,1,0.1261,407
glm-edge-1.5b Q5_K_M,425,1,0.1290,449
glm-edge-1.5b Q5_K_M,426,1,0.1278,268
glm-edge-1.5b Q5_K_M,427,0,0.0816,165
glm-edge-1.5b Q5_K_M,428,1,0.1338,492
glm-edge-1.5b Q5_K_M,429,1,0.0865,196
glm-edge-1.5b Q5_K_M,430,0,0.0675,100
glm-edge-1.5b Q5_K_M,431,1,0.1357,586
glm-edge-1.5b Q5_K_M,432,0,0.1285,375
glm-edge-1.5b Q5_K_M,433,1,0.0896,272
glm-edge-1.5b Q5_K_M,434,1,0.2104,606
glm-edge-1.5b Q5_K_M,435,1,0.2152,405
glm-edge-1.5b Q5_K_M,436,0,0.2154,598
glm-edge-1.5b Q5_K_M,437,1,0.0842,178
glm-edge-1.5b Q5_K_M,438,1,0.2101,580
glm-edge-1.5b Q5_K_M,439,0,0.1206,369
glm-edge-1.5b Q5_K_M,440,1,0.0777,193
glm-edge-1.5b Q5_K_M,441,0,0.0838,149
glm-edge-1.5b Q5_K_M,442,0,0.1280,257
glm-edge-1.5b Q5_K_M,443,0,0.1304,372
glm-edge-1.5b Q5_K_M,444,0,0.1276,268
glm-edge-1.5b Q5_K_M,445,1,0.0867,212
glm-edge-1.5b Q5_K_M,446,1,0.1239,267
glm-edge-1.5b Q5_K_M,447,1,0.0769,191
glm-edge-1.5b Q5_K_M,448,1,0.1272,480
glm-edge-1.5b Q5_K_M,449,1,0.1271,339
glm-edge-1.5b Q5_K_M,450,1,0.1330,386
glm-edge-1.5b Q5_K_M,451,1,0.0864,142
glm-edge-1.5b Q5_K_M,452,0,0.0878,189
glm-edge-1.5b Q5_K_M,453,1,0.1323,320
glm-edge-1.5b Q5_K_M,454,1,0.1392,465
glm-edge-1.5b Q5_K_M,455,1,0.1379,509
glm-edge-1.5b Q5_K_M,456,1,0.0870,193
glm-edge-1.5b Q5_K_M,457,1,0.1240,299
