model,question,correct,seconds,prompt_chars
Qwen2.5-1.5B Q6_K,272,1,0.0893,201
Qwen2.5-1.5B Q6_K,273,1,0.0938,244
Qwen2.5-1.5B Q6_K,274,1,0.0986,236
Qwen2.5-1.5B Q6_K,275,0,0.1392,349
Qwen2.5-1.5B Q6_K,276,1,0.0989,178
Qwen2.5-1.5B Q6_K,277,1,0.1047,244
Qwen2.5-1.5B Q6_K,278,1,0.1791,391
Qwen2.5-1.5B Q6_K,279,1,0.1133,235
Qwen2.5-1.5B Q6_K,280,1,0.1362,160
Qwen2.5-1.5B Q6_K,281,1,0.1233,392
Qwen2.5-1.5B Q6_K,282,0,0.0929,264
Qwen2.5-1.5B Q6_K,283,1,0.0922,211
Qwen2.5-1.5B Q6_K,284,1,0.1301,444
Qwen2.5-1.5B Q6_K,285,0,0.0916,147
Qwen2.5-1.5B Q6_K,286,1,0.0931,336
Qwen2.5-1.5B Q6_K,287,1,0.1285,290
Qwen2.5-1.5B Q6_K,288,1,0.0906,213
Qwen2.5-1.5B Q6_K,289,1,0.1358,428
Qwen2.5-1.5B Q6_K,290,0,0.1331,542
Qwen2.5-1.5B Q6_K,291,0,0.1321,252
Qwen2.5-1.5B Q6_K,292,1,0.0872,170
Qwen2.5-1.5B Q6_K,293,1,0.0902,245
Qwen2.5-1.5B Q6_K,294,1,0.0893,168
Qwen2.5-1.5B Q6_K,295,1,0.0880,138
Qwen2.5-1.5B Q6_K,296,1,0.0940,300
Qwen2.5-1.5B Q6_K,297,1,0.0896,232
Qwen2.5-1.5B Q6_K,298,1,0.1363,492
Qwen2.5-1.5B Q6_K,299,0,0.1318,493
Qwen2.5-1.5B Q6_K,300,0,0.0937,225
Qwen2.5-1.5B Q6_K,301,1,0.1246,223
Qwen2.5-1.5B Q6_K,302,1,0.0897,210
Qwen2.5-1.5B Q6_K,303,1,0.0919,322
Qwen2.5-1.5B Q6_K,304,0,0.0917,232
Qwen2.5-1.5B Q6_K,305,1,0.0906,134
Qwen2.5-1.5B Q6_K,306,1,0.0940,272
Qwen2.5-1.5B Q6_K,307,1,0.0915,224
Qwen2.5-1.5B Q6_K,308,1,0.0909,196
Qwen2.5-1.5B Q6_K,309,1,0.0918,241
Qwen2.5-1.5B Q6_K,310,0,0.2154,667
Qwen2.5-1.5B Q6_K,311,0,0.1294,361
Qwen2.5-1.5B Q6_K,312,1,0.0683,100
Qwen2.5-1.5B Q6_K,313,0,0.1254,223
Qwen2.5-1.5B Q6_K,314,1,0.1316,311
