model,question,correct,seconds,prompt_chars
Qwen2.5-1.5B Q5_0,250,1,0.0709,224
Qwen2.5-1.5B Q5_0,251,0,0.1057,413
Qwen2.5-1.5B Q5_0,252,1,0.1069,323
Qwen2.5-1.5B Q5_0,253,1,0.0697,174
Qwen2.5-1.5B Q5_0,254,0,0.1075,314
Qwen2.5-1.5B Q5_0,255,0,0.0709,217
Qwen2.5-1.5B Q5_0,256,1,0.0705,136
Qwen2.5-1.5B Q5_0,257,1,0.1129,494
Qwen2.5-1.5B Q5_0,258,1,0.1044,328
Qwen2.5-1.5B Q5_0,259,0,0.1015,224
Qwen2.5-1.5B Q5_0,260,1,0.1047,314
Qwen2.5-1.5B Q5_0,261,1,0.0696,181
Qwen2.5-1.5B Q5_0,262,1,0.1025,289
Qwen2.5-1.5B Q5_0,263,0,0.0699,146
Qwen2.5-1.5B Q5_0,264,1,0.0734,253
Qwen2.5-1.5B Q5_0,265,0,0.1091,300
Qwen2.5-1.5B Q5_0,266,1,0.0715,206
Qwen2.5-1.5B Q5_0,267,1,0.0713,263
Qwen2.5-1.5B Q5_0,268,1,0.1079,356
Qwen2.5-1.5B Q5_0,269,1,0.1846,946
Qwen2.5-1.5B Q5_0,270,1,0.0761,254
Qwen2.5-1.5B Q5_0,271,1,0.0549,112
Qwen2.5-1.5B Q5_0,272,1,0.0655,201
Qwen2.5-1.5B Q5_0,273,1,0.0745,244
Qwen2.5-1.5B Q5_0,274,1,0.0707,236
Qwen2.5-1.5B Q5_0,275,0,0.1093,349
Qwen2.5-1.5B Q5_0,276,1,0.0731,178
Qwen2.5-1.5B Q5_0,277,1,0.0732,244
Qwen2.5-1.5B Q5_0,278,1,0.1072,391
Qwen2.5-1.5B Q5_0,279,1,0.0713,235
Qwen2.5-1.5B Q5_0,280,1,0.1041,160
Qwen2.5-1.5B Q5_0,281,1,0.1093,392
Qwen2.5-1.5B Q5_0,282,0,0.0753,264
Qwen2.5-1.5B Q5_0,283,1,0.0728,211
Qwen2.5-1.5B Q5_0,284,1,0.1081,444
Qwen2.5-1.5B Q5_0,285,0,0.0710,147
Qwen2.5-1.5B Q5_0,286,1,0.0742,336
Qwen2.5-1.5B Q5_0,287,1,0.1051,290
Qwen2.5-1.5B Q5_0,288,1,0.0715,213
Qwen2.5-1.5B Q5_0,289,1,0.1089,428
Qwen2.5-1.5B Q5_0,290,0,0.1128,542
Qwen2.5-1.5B Q5_0,291,0,0.1096,252
Qwen2.5-1.5B Q5_0,292,1,0.0707,170
Qwen2.5-1.5B Q5_0,293,1,0.0714,245
Qwen2.5-1.5B Q5_0,294,1,0.0709,168
Qwen2.5-1.5B Q5_0,295,1,0.0722,138
Qwen2.5-1.5B Q5_0,296,1,0.0698,300
Qwen2.5-1.5B Q5_0,297,0,0.0690,232
Qwen2.5-1.5B Q5_0,298,1,0.1096,492
Qwen2.5-1.5B Q5_0,299,0,0.1122,493
Qwen2.5-1.5B Q5_0,300,0,0.0741,225
Qwen2.5-1.5B Q5_0,301,1,0.1063,223
Qwen2.5-1.5B Q5_0,302,1,0.0719,210
Qwen2.5-1.5B Q5_0,303,1,0.0736,322
Qwen2.5-1.5B Q5_0,304,0,0.0721,232
Qwen2.5-1.5B Q5_0,305,1,0.0690,134
Qwen2.5-1.5B Q5_0,306,1,0.0737,272
Qwen2.5-1.5B Q5_0,307,1,0.0722,224
Qwen2.5-1.5B Q5_0,308,1,0.0696,196
Qwen2.5-1.5B Q5_0,309,1,0.0683,241
Qwen2.5-1.5B Q5_0,310,1,0.1748,667
Qwen2.5-1.5B Q5_0,311,0,0.1088,361
Qwen2.5-1.5B Q5_0,312,1,0.0579,100
Qwen2.5-1.5B Q5_0,313,0,0.1024,223
Qwen2.5-1.5B Q5_0,314,1,0.1080,311
Qwen2.5-1.5B Q5_0,315,0,0.1073,285
Qwen2.5-1.5B Q5_0,316,1,0.0704,272
Qwen2.5-1.5B Q5_0,317,1,0.1062,337
Qwen2.5-1.5B Q5_0,318,1,0.1166,550
Qwen2.5-1.5B Q5_0,319,0,0.0665,129
Qwen2.5-1.5B Q5_0,320,1,0.1155,588
Qwen2.5-1.5B Q5_0,321,1,0.0745,228
Qwen2.5-1.5B Q5_0,322,1,0.1064,376
Qwen2.5-1.5B Q5_0,323,1,0.0736,226
Qwen2.5-1.5B Q5_0,324,1,0.0704,160
Qwen2.5-1.5B Q5_0,325,1,0.1094,476
Qwen2.5-1.5B Q5_0,326,1,0.0708,151
Qwen2.5-1.5B Q5_0,327,1,0.0726,223
Qwen2.5-1.5B Q5_0,328,1,0.0719,192
Qwen2.5-1.5B Q5_0,329,1,0.0716,152
Qwen2.5-1.5B Q5_0,330,0,0.1077,307
Qwen2.5-1.5B Q5_0,331,1,0.1133,593
Qwen2.5-1.5B Q5_0,332,1,0.0696,193
Qwen2.5-1.5B Q5_0,333,1,0.1063,219
Qwen2.5-1.5B Q5_0,334,1,0.1049,334
Qwen2.5-1.5B Q5_0,335,0,0.1073,308
Qwen2.5-1.5B Q5_0,336,0,0.1001,177
Qwen2.5-1.5B Q5_0,337,1,0.1050,402
Qwen2.5-1.5B Q5_0,338,0,0.0740,234
Qwen2.5-1.5B Q5_0,339,1,0.0754,298
Qwen2.5-1.5B Q5_0,340,0,0.0711,232
Qwen2.5-1.5B Q5_0,341,0,0.0708,165
Qwen2.5-1.5B Q5_0,342,1,0.0694,197
Qwen2.5-1.5B Q5_0,343,1,0.1137,521
