model,question,correct,seconds,prompt_chars
SmolLM2-1.7B Q5_K_M,347,0,0.0901,270
SmolLM2-1.7B Q5_K_M,348,1,0.0892,148
SmolLM2-1.7B Q5_K_M,349,0,0.0931,250
SmolLM2-1.7B Q5_K_M,350,1,0.0920,167
SmolLM2-1.7B Q5_K_M,351,0,0.1449,376
SmolLM2-1.7B Q5_K_M,352,1,0.0930,222
SmolLM2-1.7B Q5_K_M,353,1,0.0919,216
SmolLM2-1.7B Q5_K_M,354,1,0.0914,230
SmolLM2-1.7B Q5_K_M,355,1,0.0889,191
SmolLM2-1.7B Q5_K_M,356,0,0.1423,438
SmolLM2-1.7B Q5_K_M,357,0,0.1439,387
SmolLM2-1.7B Q5_K_M,358,1,0.0974,171
SmolLM2-1.7B Q5_K_M,359,1,0.0942,262
SmolLM2-1.7B Q5_K_M,360,0,0.1456,396
SmolLM2-1.7B Q5_K_M,361,1,0.0929,264
SmolLM2-1.7B Q5_K_M,362,0,0.0922,197
SmolLM2-1.7B Q5_K_M,363,1,0.0913,206
SmolLM2-1.7B Q5_K_M,364,1,0.1419,470
SmolLM2-1.7B Q5_K_M,365,0,0.0945,224
SmolLM2-1.7B Q5_K_M,366,0,0.0883,224
SmolLM2-1.7B Q5_K_M,367,0,0.0912,257
SmolLM2-1.7B Q5_K_M,368,1,0.0932,258
SmolLM2-1.7B Q5_K_M,369,1,0.0920,219
SmolLM2-1.7B Q5_K_M,370,1,0.1435,303
SmolLM2-1.7B Q5_K_M,371,0,0.0921,125
SmolLM2-1.7B Q5_K_M,372,0,0.1437,302
SmolLM2-1.7B Q5_K_M,373,0,0.1383,232
SmolLM2-1.7B Q5_K_M,374,1,0.2483,663
SmolLM2-1.7B Q5_K_M,375,1,0.1441,263
SmolLM2-1.7B Q5_K_M,376,1,0.0929,287
SmolLM2-1.7B Q5_K_M,377,0,0.0896,143
SmolLM2-1.7B Q5_K_M,378,1,0.1374,377
SmolLM2-1.7B Q5_K_M,379,0,0.0954,246
SmolLM2-1.7B Q5_K_M,380,0,0.1359,273
SmolLM2-1.7B Q5_K_M,381,1,0.0972,231
SmolLM2-1.7B Q5_K_M,382,1,0.1934,300
SmolLM2-1.7B Q5_K_M,383,0,0.1891,328
SmolLM2-1.7B Q5_K_M,384,0,0.1553,252
SmolLM2-1.7B Q5_K_M,385,0,0.0862,149
SmolLM2-1.7B Q5_K_M,386,0,0.0894,173
SmolLM2-1.7B Q5_K_M,387,0,0.1428,453
SmolLM2-1.7B Q5_K_M,388,1,0.0926,268
SmolLM2-1.7B Q5_K_M,389,0,0.1406,367
SmolLM2-1.7B Q5_K_M,390,1,0.1375,345
SmolLM2-1.7B Q5_K_M,391,1,0.0988,453
SmolLM2-1.7B Q5_K_M,392,0,0.1523,479
SmolLM2-1.7B Q5_K_M,393,0,0.1436,314
SmolLM2-1.7B Q5_K_M,394,0,0.1501,442
SmolLM2-1.7B Q5_K_M,395,1,0.0935,200
SmolLM2-1.7B Q5_K_M,396,0,0.1465,491
SmolLM2-1.7B Q5_K_M,397,1,0.1403,291
SmolLM2-1.7B Q5_K_M,398,1,0.1479,393
SmolLM2-1.7B Q5_K_M,399,1,0.1465,359
SmolLM2-1.7B Q5_K_M,400,1,0.0892,120
SmolLM2-1.7B Q5_K_M,401,0,0.1393,401
SmolLM2-1.7B Q5_K_M,402,1,0.1470,371
SmolLM2-1.7B Q5_K_M,403,1,0.1412,322
SmolLM2-1.7B Q5_K_M,404,0,0.1421,440
SmolLM2-1.7B Q5_K_M,405,0,0.1453,393
SmolLM2-1.7B Q5_K_M,406,1,0.1423,335
SmolLM2-1.7B Q5_K_M,407,1,0.1514,390
SmolLM2-1.7B Q5_K_M,408,0,0.1454,457
SmolLM2-1.7B Q5_K_M,409,1,0.1459,285
SmolLM2-1.7B Q5_K_M,410,0,0.1438,370
SmolLM2-1.7B Q5_K_M,411,1,0.0982,240
SmolLM2-1.7B Q5_K_M,412,1,0.0932,174
SmolLM2-1.7B Q5_K_M,413,0,0.1470,310
SmolLM2-1.7B Q5_K_M,414,0,0.1397,323
SmolLM2-1.7B Q5_K_M,415,0,0.1411,344
SmolLM2-1.7B Q5_K_M,416,0,0.2519,724
SmolLM2-1.7B Q5_K_M,417,1,0.0941,171
SmolLM2-1.7B Q5_K_M,418,1,0.0938,260
SmolLM2-1.7B Q5_K_M,419,0,0.1417,386
SmolLM2-1.7B Q5_K_M,420,0,0.0918,134
SmolLM2-1.7B Q5_K_M,421,1,0.1462,406
SmolLM2-1.7B Q5_K_M,422,0,0.1514,444
SmolLM2-1.7B Q5_K_M,423,0,0.1470,414
SmolLM2-1.7B Q5_K_M,424,1,0.1486,407
SmolLM2-1.7B Q5_K_M,425,1,0.1455,449
SmolLM2-1.7B Q5_K_M,426,0,0.1429,268
SmolLM2-1.7B Q5_K_M,427,0,0.0932,165
SmolLM2-1.7B Q5_K_M,428,0,0.1459,492
SmolLM2-1.7B Q5_K_M,429,0,0.0953,196
SmolLM2-1.7B Q5_K_M,430,1,0.0916,100
SmolLM2-1.7B Q5_K_M,431,1,0.1505,586
SmolLM2-1.7B Q5_K_M,432,1,0.1456,375
SmolLM2-1.7B Q5_K_M,433,1,0.0959,272
SmolLM2-1.7B Q5_K_M,434,0,0.1510,606
SmolLM2-1.7B Q5_K_M,435,0,0.2514,405
SmolLM2-1.7B Q5_K_M,436,0,0.2568,598
SmolLM2-1.7B Q5_K_M,437,0,0.0915,178
SmolLM2-1.7B Q5_K_M,438,0,0.1479,580
SmolLM2-1.7B Q5_K_M,439,1,0.1449,369
SmolLM2-1.7B Q5_K_M,440,1,0.0958,193
SmolLM2-1.7B Q5_K_M,441,0,0.0884,149
SmolLM2-1.7B Q5_K_M,442,1,0.1410,257
SmolLM2-1.7B Q5_K_M,443,1,0.1442,372
SmolLM2-1.7B Q5_K_M,444,0,0.1441,268
SmolLM2-1.7B Q5_K_M,445,1,0.0950,212
SmolLM2-1.7B Q5_K_M,446,1,0.1429,267
SmolLM2-1.7B Q5_K_M,447,1,0.0933,191
SmolLM2-1.7B Q5_K_M,448,1,0.1430,480
